relationship_id,source_entity_id,source_name,target_entity_id,target_name,relationship_type,connection_category,confidence,short_explanation,canon_status,continuity,source_ids,source_urls,source_verified,review_status,needs_review,notes
rel:seed:057,char:mordekaiser,Mordekaiser,char:leblanc,LeBlanc,ENEMIES,DIRECT_CANON,STRONG,LeBlanc's Black Rose has long worked to prevent Mordekaiser's return.,CURRENT_CANON,MAIN_RUNETERRA,src:riot-bio:mordekaiser|src:riot-bio:leblanc,https://www.leagueoflegends.com/en-us/champions/mordekaiser/|https://www.leagueoflegends.com/en-us/champions/leblanc/,FALSE,PENDING,TRUE,Seed relationship. Verify exact wording against primary Riot narrative sources and official Wiki references before promotion to VERIFIED.
rel:seed:058,char:warwick,Warwick,char:singed,Singed,CREATOR_SUBJECT,DIRECT_CANON,STRONG,"Singed is tied to the experiments that transformed Warwick, though current Arcane reconciliation should be reviewed.",RECONCILIATION_PENDING,MAIN_RUNETERRA,src:riot-bio:warwick|src:riot-bio:singed,https://www.leagueoflegends.com/en-us/champions/warwick/|https://www.leagueoflegends.com/en-us/champions/singed/,FALSE,PENDING,TRUE,Seed relationship. Verify exact wording against primary Riot narrative sources and official Wiki references before promotion to VERIFIED.
rel:seed:059,char:viktor,Viktor,char:jayce,Jayce,RIVALS,DIRECT_CANON,STRONG,Viktor and Jayce share a defining scientific and ideological relationship; current details are being reconciled with Arcane-era canon.,RECONCILIATION_PENDING,MAIN_RUNETERRA,src:riot-bio:viktor|src:riot-bio:jayce,https://www.leagueoflegends.com/en-us/champions/viktor/|https://www.leagueoflegends.com/en-us/champions/jayce/,FALSE,PENDING,TRUE,Seed relationship. Verify exact wording against primary Riot narrative sources and official Wiki references before promotion to VERIFIED.
rel:seed:060,char:ambessa,Ambessa,char:mel,Mel,MOTHER_DAUGHTER,DIRECT_CANON,DOCUMENTED,Ambessa is Mel Medarda's mother; their relationship drives Medarda family politics.,RECONCILIATION_PENDING,MAIN_RUNETERRA,src:riot-bio:ambessa|src:riot-bio:mel,https://www.leagueoflegends.com/en-us/champions/ambessa/|https://www.leagueoflegends.com/en-us/champions/mel/,FALSE,PENDING,TRUE,Seed relationship. Verify exact wording against primary Riot narrative sources and official Wiki references before promotion to VERIFIED.
rel:seed:061,char:jinx,Jinx,char:ekko,Ekko,SHARED_HISTORY,DIRECT_CANON,STRONG,Jinx and Ekko share a personal Zaunite past; current details depend on Arcane reconciliation.,RECONCILIATION_PENDING,MAIN_RUNETERRA,src:riot-bio:jinx|src:riot-bio:ekko,https://www.leagueoflegends.com/en-us/champions/jinx/|https://www.leagueoflegends.com/en-us/champions/ekko/,FALSE,PENDING,TRUE,Seed relationship. Verify exact wording against primary Riot narrative sources and official Wiki references before promotion to VERIFIED.
rel:seed:062,char:vi,Vi,char:warwick,Warwick,FAMILY_ORIGIN,AMBIGUOUS,UNCERTAIN,Arcane strongly ties Warwick to Vi's family history; exact cross-media reconciliation remains unsettled.,RECONCILIATION_PENDING,MAIN_RUNETERRA,src:riot-bio:vi|src:riot-bio:warwick,https://www.leagueoflegends.com/en-us/champions/vi/|https://www.leagueoflegends.com/en-us/champions/warwick/,FALSE,PENDING,TRUE,Seed relationship. Verify exact wording against primary Riot narrative sources and official Wiki references before promotion to VERIFIED.
rel:seed:063,char:sylas,Sylas,char:garen,Garen,ENEMIES,DIRECT_CANON,DOCUMENTED,Garen is among the Demacian champions directly opposed to Sylas's rebellion.,CURRENT_CANON,MAIN_RUNETERRA,src:riot-bio:sylas|src:riot-bio:garen,https://www.leagueoflegends.com/en-us/champions/sylas/|https://www.leagueoflegends.com/en-us/champions/garen/,FALSE,PENDING,TRUE,Seed relationship. Verify exact wording against primary Riot narrative sources and official Wiki references before promotion to VERIFIED.
rel:seed:064,char:sylas,Sylas,char:jarvan-iv,Jarvan IV,ENEMIES,DIRECT_CANON,DOCUMENTED,Sylas's rebellion directly threatens Jarvan IV and Demacia's ruling order.,CURRENT_CANON,MAIN_RUNETERRA,src:riot-bio:sylas|src:riot-bio:jarvan-iv,https://www.leagueoflegends.com/en-us/champions/sylas/|https://www.leagueoflegends.com/en-us/champions/jarvan-iv/,FALSE,PENDING,TRUE,Seed relationship. Verify exact wording against primary Riot narrative sources and official Wiki references before promotion to VERIFIED.
rel:seed:065,char:taliyah,Taliyah,char:yasuo,Yasuo,MENTOR_STUDENT,DIRECT_CANON,DOCUMENTED,Yasuo taught Taliyah to better control her stone magic during her travels.,CURRENT_CANON,MAIN_RUNETERRA,src:riot-bio:taliyah|src:riot-bio:yasuo,https://www.leagueoflegends.com/en-us/champions/taliyah/|https://www.leagueoflegends.com/en-us/champions/yasuo/,FALSE,PENDING,TRUE,Seed relationship. Verify exact wording against primary Riot narrative sources and official Wiki references before promotion to VERIFIED.
rel:seed:066,char:master-yi,Master Yi,char:wukong,Wukong,MENTOR_STUDENT,DIRECT_CANON,DOCUMENTED,Master Yi trained Wukong in Wuju.,CURRENT_CANON,MAIN_RUNETERRA,src:riot-bio:master-yi|src:riot-bio:wukong,https://www.leagueoflegends.com/en-us/champions/master-yi/|https://www.leagueoflegends.com/en-us/champions/wukong/,FALSE,PENDING,TRUE,Seed relationship. Verify exact wording against primary Riot narrative sources and official Wiki references before promotion to VERIFIED.
rel:seed:067,char:lee-sin,Lee Sin,char:udyr,Udyr,ALLIES,DIRECT_CANON,STRONG,Lee Sin and Udyr share an Ionian connection and documented mutual history.,CURRENT_CANON,MAIN_RUNETERRA,src:riot-bio:lee-sin|src:riot-bio:udyr,https://www.leagueoflegends.com/en-us/champions/lee-sin/|https://www.leagueoflegends.com/en-us/champions/udyr/,FALSE,PENDING,TRUE,Seed relationship. Verify exact wording against primary Riot narrative sources and official Wiki references before promotion to VERIFIED.
rel:seed:068,char:rengar,Rengar,char:kha-zix,Kha'Zix,RIVALS,DIRECT_CANON,DOCUMENTED,"Rengar and Kha'Zix are defining rivals, each hunting the other.",CURRENT_CANON,MAIN_RUNETERRA,src:riot-bio:rengar|src:riot-bio:kha-zix,https://www.leagueoflegends.com/en-us/champions/rengar/|https://www.leagueoflegends.com/en-us/champions/kha-zix/,FALSE,PENDING,TRUE,Seed relationship. Verify exact wording against primary Riot narrative sources and official Wiki references before promotion to VERIFIED.
rel:seed:069,char:kassadin,Kassadin,char:malzahar,Malzahar,ENEMIES,DIRECT_CANON,STRONG,"Kassadin's crusade against the Void places him against Malzahar, its prophet.",CURRENT_CANON,MAIN_RUNETERRA,src:riot-bio:kassadin|src:riot-bio:malzahar,https://www.leagueoflegends.com/en-us/champions/kassadin/|https://www.leagueoflegends.com/en-us/champions/malzahar/,FALSE,PENDING,TRUE,Seed relationship. Verify exact wording against primary Riot narrative sources and official Wiki references before promotion to VERIFIED.
rel:seed:070,char:xerath,Xerath,char:azir,Azir,ENEMIES,DIRECT_CANON,DOCUMENTED,Xerath betrayed Azir and caused the empire's collapse.,CURRENT_CANON,MAIN_RUNETERRA,src:riot-bio:xerath|src:riot-bio:azir,https://www.leagueoflegends.com/en-us/champions/xerath/|https://www.leagueoflegends.com/en-us/champions/azir/,FALSE,PENDING,TRUE,Seed relationship. Verify exact wording against primary Riot narrative sources and official Wiki references before promotion to VERIFIED.
rel:seed:071,char:sivir,Sivir,char:cassiopeia,Cassiopeia,BETRAYAL,DIRECT_CANON,DOCUMENTED,Cassiopeia hired Sivir for a Shuriman expedition and betrayed her in the tomb.,CURRENT_CANON,MAIN_RUNETERRA,src:riot-bio:sivir|src:riot-bio:cassiopeia,https://www.leagueoflegends.com/en-us/champions/sivir/|https://www.leagueoflegends.com/en-us/champions/cassiopeia/,FALSE,PENDING,TRUE,Seed relationship. Verify exact wording against primary Riot narrative sources and official Wiki references before promotion to VERIFIED.
rel:seed:072,char:thresh,Thresh,char:lucian,Lucian,ENEMIES,DIRECT_CANON,DOCUMENTED,Thresh became Lucian's defining enemy after capturing Senna.,CURRENT_CANON,MAIN_RUNETERRA,src:riot-bio:thresh|src:riot-bio:lucian,https://www.leagueoflegends.com/en-us/champions/thresh/|https://www.leagueoflegends.com/en-us/champions/lucian/,FALSE,PENDING,TRUE,Seed relationship. Verify exact wording against primary Riot narrative sources and official Wiki references before promotion to VERIFIED.
rel:seed:073,char:thresh,Thresh,char:senna,Senna,CAPTOR_VICTIM,DIRECT_CANON,DOCUMENTED,Thresh held Senna's soul in his lantern.,CURRENT_CANON,MAIN_RUNETERRA,src:riot-bio:thresh|src:riot-bio:senna,https://www.leagueoflegends.com/en-us/champions/thresh/|https://www.leagueoflegends.com/en-us/champions/senna/,FALSE,PENDING,TRUE,Seed relationship. Verify exact wording against primary Riot narrative sources and official Wiki references before promotion to VERIFIED.
rel:seed:074,char:sejuani,Sejuani,char:udyr,Udyr,ALLIES,DIRECT_CANON,DOCUMENTED,Udyr is closely tied to Sejuani and the Winter's Claw.,CURRENT_CANON,MAIN_RUNETERRA,src:riot-bio:sejuani|src:riot-bio:udyr,https://www.leagueoflegends.com/en-us/champions/sejuani/|https://www.leagueoflegends.com/en-us/champions/udyr/,FALSE,PENDING,TRUE,Seed relationship. Verify exact wording against primary Riot narrative sources and official Wiki references before promotion to VERIFIED.
rel:seed:075,char:ashe,Ashe,char:lissandra,Lissandra,HISTORICAL_ENEMIES,DIRECT_CANON,STRONG,Ashe's Avarosan legacy conflicts with Lissandra's hidden rule and history.,CURRENT_CANON,MAIN_RUNETERRA,src:riot-bio:ashe|src:riot-bio:lissandra,https://www.leagueoflegends.com/en-us/champions/ashe/|https://www.leagueoflegends.com/en-us/champions/lissandra/,FALSE,PENDING,TRUE,Seed relationship. Verify exact wording against primary Riot narrative sources and official Wiki references before promotion to VERIFIED.
rel:seed:076,char:lissandra,Lissandra,char:volibear,Volibear,ANCIENT_CONFLICT,DIRECT_CANON,STRONG,Lissandra and Volibear are tied to ancient Freljordian conflict.,CURRENT_CANON,MAIN_RUNETERRA,src:riot-bio:lissandra|src:riot-bio:volibear,https://www.leagueoflegends.com/en-us/champions/lissandra/|https://www.leagueoflegends.com/en-us/champions/volibear/,FALSE,PENDING,TRUE,Seed relationship. Verify exact wording against primary Riot narrative sources and official Wiki references before promotion to VERIFIED.
rel:seed:077,char:vayne,Vayne,char:evelynn,Evelynn,ENEMIES,DIRECT_CANON,DOCUMENTED,"Evelynn murdered Vayne's parents, driving Vayne's lifelong hunt for monsters.",CURRENT_CANON,MAIN_RUNETERRA,src:riot-bio:vayne|src:riot-bio:evelynn,https://www.leagueoflegends.com/en-us/champions/vayne/|https://www.leagueoflegends.com/en-us/champions/evelynn/,FALSE,PENDING,TRUE,Seed relationship. Verify exact wording against primary Riot narrative sources and official Wiki references before promotion to VERIFIED.
rel:seed:078,char:rell,Rell,char:leblanc,LeBlanc,ENEMIES,DIRECT_CANON,STRONG,Rell was shaped by Black Rose experimentation and seeks revenge against the organization led by LeBlanc.,CURRENT_CANON,MAIN_RUNETERRA,src:riot-bio:rell|src:riot-bio:leblanc,https://www.leagueoflegends.com/en-us/champions/rell/|https://www.leagueoflegends.com/en-us/champions/leblanc/,FALSE,PENDING,TRUE,Seed relationship. Verify exact wording against primary Riot narrative sources and official Wiki references before promotion to VERIFIED.
rel:seed:079,char:briar,Briar,char:leblanc,LeBlanc,BLACK_ROSE,STRUCTURAL_LORE,STRONG,"Briar was created as a Black Rose weapon, linking her to LeBlanc's organization.",CURRENT_CANON,MAIN_RUNETERRA,src:riot-bio:briar|src:riot-bio:leblanc,https://www.leagueoflegends.com/en-us/champions/briar/|https://www.leagueoflegends.com/en-us/champions/leblanc/,FALSE,PENDING,TRUE,Seed relationship. Verify exact wording against primary Riot narrative sources and official Wiki references before promotion to VERIFIED.
rel:seed:080,char:annie,Annie,entity:tybaulk,Tybaulk,HOST_ENTITY,DIRECT_CANON,DOCUMENTED,Annie's bear Tibbers is tied to the demon Tybaulk.,CURRENT_CANON,MAIN_RUNETERRA,src:riot-bio:annie,https://www.leagueoflegends.com/en-us/champions/annie/,FALSE,PENDING,TRUE,Seed relationship. Verify exact wording against primary Riot narrative sources and official Wiki references before promotion to VERIFIED.
rel:seed:081,char:nilah,Nilah,entity:ashlesh,Ashlesh,HOST_ENTITY,DIRECT_CANON,DOCUMENTED,"Nilah is bound to Ashlesh, a powerful demon of joy.",CURRENT_CANON,MAIN_RUNETERRA,src:riot-bio:nilah,https://www.leagueoflegends.com/en-us/champions/nilah/,FALSE,PENDING,TRUE,Seed relationship. Verify exact wording against primary Riot narrative sources and official Wiki references before promotion to VERIFIED.
rel:seed:082,char:zoe,Zoe,char:aurelion-sol,Aurelion Sol,CELESTIAL,DIRECT_CANON,STRONG,Zoe interacts with Aurelion Sol as a celestial Aspect figure.,CURRENT_CANON,MAIN_RUNETERRA,src:riot-bio:zoe|src:riot-bio:aurelion-sol,https://www.leagueoflegends.com/en-us/champions/zoe/|https://www.leagueoflegends.com/en-us/champions/aurelion-sol/,FALSE,PENDING,TRUE,Seed relationship. Verify exact wording against primary Riot narrative sources and official Wiki references before promotion to VERIFIED.
rel:seed:083,char:pantheon,Pantheon,char:aurelion-sol,Aurelion Sol,TARGONIAN_SYSTEM,STRUCTURAL_LORE,DERIVED,"Pantheon and Aurelion Sol are both entangled with Targon's celestial power, but not necessarily through a direct personal relationship.",CURRENT_CANON,MAIN_RUNETERRA,src:riot-bio:pantheon|src:riot-bio:aurelion-sol,https://www.leagueoflegends.com/en-us/champions/pantheon/|https://www.leagueoflegends.com/en-us/champions/aurelion-sol/,FALSE,PENDING,TRUE,Seed relationship. Verify exact wording against primary Riot narrative sources and official Wiki references before promotion to VERIFIED.
