claim_id,subject_id,subject_name,predicate,object_id,object_value,claim_type,fact_confidence,canon_status,continuity,source_ids,evidence_note,review_status,needs_review
claim:00097,char:olaf,Olaf,ASSOCIATED_WITH_REGION,,Freljord,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:olaf|src:wiki-universe:olaf,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00098,char:orianna,Orianna,ASSOCIATED_WITH_REGION,,Piltover / Zaun,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:orianna|src:wiki-universe:orianna,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00099,char:ornn,Ornn,ASSOCIATED_WITH_REGION,,Freljord,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:ornn|src:wiki-universe:ornn,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00100,char:pantheon,Pantheon,ASSOCIATED_WITH_REGION,,Targon,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:pantheon|src:wiki-universe:pantheon,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00101,char:poppy,Poppy,ASSOCIATED_WITH_REGION,,Demacia,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:poppy|src:wiki-universe:poppy,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00102,char:pyke,Pyke,ASSOCIATED_WITH_REGION,,Bilgewater,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:pyke|src:wiki-universe:pyke,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00103,char:qiyana,Qiyana,ASSOCIATED_WITH_REGION,,Ixtal,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:qiyana|src:wiki-universe:qiyana,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00104,char:quinn,Quinn,ASSOCIATED_WITH_REGION,,Demacia,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:quinn|src:wiki-universe:quinn,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00105,char:rakan,Rakan,ASSOCIATED_WITH_REGION,,Ionia,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:rakan|src:wiki-universe:rakan,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00106,char:rammus,Rammus,ASSOCIATED_WITH_REGION,,Shurima,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:rammus|src:wiki-universe:rammus,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00107,char:rek-sai,Rek'Sai,ASSOCIATED_WITH_REGION,,Shurima / The Void,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:rek-sai|src:wiki-universe:rek-sai,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00108,char:rell,Rell,ASSOCIATED_WITH_REGION,,Noxus,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:rell|src:wiki-universe:rell,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00109,char:renata-glasc,Renata Glasc,ASSOCIATED_WITH_REGION,,Zaun,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:renata-glasc|src:wiki-universe:renata-glasc,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00110,char:renekton,Renekton,ASSOCIATED_WITH_REGION,,Shurima,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:renekton|src:wiki-universe:renekton,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00111,char:rengar,Rengar,ASSOCIATED_WITH_REGION,,Ixtal,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:rengar|src:wiki-universe:rengar,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00112,char:riven,Riven,ASSOCIATED_WITH_REGION,,Noxus / Ionia,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:riven|src:wiki-universe:riven,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00113,char:rumble,Rumble,ASSOCIATED_WITH_REGION,,Bandle City,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:rumble|src:wiki-universe:rumble,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00114,char:ryze,Ryze,ASSOCIATED_WITH_REGION,,Runeterra,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:ryze|src:wiki-universe:ryze,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00115,char:samira,Samira,ASSOCIATED_WITH_REGION,,Noxus / Shurima,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:samira|src:wiki-universe:samira,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00116,char:sejuani,Sejuani,ASSOCIATED_WITH_REGION,,Freljord,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:sejuani|src:wiki-universe:sejuani,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00117,char:senna,Senna,ASSOCIATED_WITH_REGION,,Demacia / Shadow Isles,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:senna|src:wiki-universe:senna,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00118,char:seraphine,Seraphine,ASSOCIATED_WITH_REGION,,Piltover / Zaun,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:seraphine|src:wiki-universe:seraphine,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00119,char:sett,Sett,ASSOCIATED_WITH_REGION,,Ionia,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:sett|src:wiki-universe:sett,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00120,char:shaco,Shaco,ASSOCIATED_WITH_REGION,,Unknown,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:shaco|src:wiki-universe:shaco,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00121,char:shen,Shen,ASSOCIATED_WITH_REGION,,Ionia,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:shen|src:wiki-universe:shen,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00122,char:shyvana,Shyvana,ASSOCIATED_WITH_REGION,,Demacia,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:shyvana|src:wiki-universe:shyvana,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00123,char:singed,Singed,ASSOCIATED_WITH_REGION,,Zaun,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:singed|src:wiki-universe:singed,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00124,char:sion,Sion,ASSOCIATED_WITH_REGION,,Noxus,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:sion|src:wiki-universe:sion,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00125,char:sivir,Sivir,ASSOCIATED_WITH_REGION,,Shurima,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:sivir|src:wiki-universe:sivir,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00126,char:skarner,Skarner,ASSOCIATED_WITH_REGION,,Ixtal,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:skarner|src:wiki-universe:skarner,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00127,char:smolder,Smolder,ASSOCIATED_WITH_REGION,,Camavor / Demacia,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:smolder|src:wiki-universe:smolder,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00128,char:sona,Sona,ASSOCIATED_WITH_REGION,,Demacia / Ionia,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:sona|src:wiki-universe:sona,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00129,char:soraka,Soraka,ASSOCIATED_WITH_REGION,,Targon,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:soraka|src:wiki-universe:soraka,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00130,char:swain,Swain,ASSOCIATED_WITH_REGION,,Noxus,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:swain|src:wiki-universe:swain,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00131,char:sylas,Sylas,ASSOCIATED_WITH_REGION,,Demacia,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:sylas|src:wiki-universe:sylas,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00132,char:syndra,Syndra,ASSOCIATED_WITH_REGION,,Ionia,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:syndra|src:wiki-universe:syndra,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00133,char:tahm-kench,Tahm Kench,ASSOCIATED_WITH_REGION,,Runeterra,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:tahm-kench|src:wiki-universe:tahm-kench,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00134,char:taliyah,Taliyah,ASSOCIATED_WITH_REGION,,Shurima,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:taliyah|src:wiki-universe:taliyah,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00135,char:talon,Talon,ASSOCIATED_WITH_REGION,,Noxus,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:talon|src:wiki-universe:talon,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00136,char:taric,Taric,ASSOCIATED_WITH_REGION,,Targon / Demacia,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:taric|src:wiki-universe:taric,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00137,char:teemo,Teemo,ASSOCIATED_WITH_REGION,,Bandle City,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:teemo|src:wiki-universe:teemo,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00138,char:thresh,Thresh,ASSOCIATED_WITH_REGION,,Shadow Isles,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:thresh|src:wiki-universe:thresh,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00139,char:tristana,Tristana,ASSOCIATED_WITH_REGION,,Bandle City,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:tristana|src:wiki-universe:tristana,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00140,char:trundle,Trundle,ASSOCIATED_WITH_REGION,,Freljord,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:trundle|src:wiki-universe:trundle,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00141,char:tryndamere,Tryndamere,ASSOCIATED_WITH_REGION,,Freljord,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:tryndamere|src:wiki-universe:tryndamere,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00142,char:twisted-fate,Twisted Fate,ASSOCIATED_WITH_REGION,,Bilgewater,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:twisted-fate|src:wiki-universe:twisted-fate,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00143,char:twitch,Twitch,ASSOCIATED_WITH_REGION,,Zaun,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:twitch|src:wiki-universe:twitch,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00144,char:udyr,Udyr,ASSOCIATED_WITH_REGION,,Freljord / Ionia,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:udyr|src:wiki-universe:udyr,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00145,char:urgot,Urgot,ASSOCIATED_WITH_REGION,,Zaun / Noxus,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:urgot|src:wiki-universe:urgot,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00146,char:varus,Varus,ASSOCIATED_WITH_REGION,,Ionia / Shurima,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:varus|src:wiki-universe:varus,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00147,char:vayne,Vayne,ASSOCIATED_WITH_REGION,,Demacia,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:vayne|src:wiki-universe:vayne,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00148,char:veigar,Veigar,ASSOCIATED_WITH_REGION,,Bandle City / Noxus,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:veigar|src:wiki-universe:veigar,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00149,char:vel-koz,Vel'Koz,ASSOCIATED_WITH_REGION,,The Void,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:vel-koz|src:wiki-universe:vel-koz,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00150,char:vex,Vex,ASSOCIATED_WITH_REGION,,Shadow Isles / Bandle City,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:vex|src:wiki-universe:vex,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00151,char:vi,Vi,ASSOCIATED_WITH_REGION,,Piltover / Zaun,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:vi|src:wiki-universe:vi,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00152,char:viego,Viego,ASSOCIATED_WITH_REGION,,Camavor / Shadow Isles,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:viego|src:wiki-universe:viego,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00153,char:viktor,Viktor,ASSOCIATED_WITH_REGION,,Zaun / Piltover,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:viktor|src:wiki-universe:viktor,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00154,char:vladimir,Vladimir,ASSOCIATED_WITH_REGION,,Noxus / Camavor,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:vladimir|src:wiki-universe:vladimir,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00155,char:volibear,Volibear,ASSOCIATED_WITH_REGION,,Freljord,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:volibear|src:wiki-universe:volibear,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00156,char:warwick,Warwick,ASSOCIATED_WITH_REGION,,Zaun,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:warwick|src:wiki-universe:warwick,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00157,char:wukong,Wukong,ASSOCIATED_WITH_REGION,,Ionia,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:wukong|src:wiki-universe:wukong,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00158,char:xayah,Xayah,ASSOCIATED_WITH_REGION,,Ionia,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:xayah|src:wiki-universe:xayah,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00159,char:xerath,Xerath,ASSOCIATED_WITH_REGION,,Shurima,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:xerath|src:wiki-universe:xerath,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00160,char:xin-zhao,Xin Zhao,ASSOCIATED_WITH_REGION,,Demacia / Ionia,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:xin-zhao|src:wiki-universe:xin-zhao,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00161,char:yasuo,Yasuo,ASSOCIATED_WITH_REGION,,Ionia,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:yasuo|src:wiki-universe:yasuo,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00162,char:yone,Yone,ASSOCIATED_WITH_REGION,,Ionia,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:yone|src:wiki-universe:yone,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00163,char:yorick,Yorick,ASSOCIATED_WITH_REGION,,Shadow Isles,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:yorick|src:wiki-universe:yorick,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00164,char:yunara,Yunara,ASSOCIATED_WITH_REGION,,Ionia,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:yunara|src:wiki-universe:yunara,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00165,char:yuumi,Yuumi,ASSOCIATED_WITH_REGION,,Bandle City,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:yuumi|src:wiki-universe:yuumi,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00166,char:zaahen,Zaahen,ASSOCIATED_WITH_REGION,,Shurima / Darkin,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:zaahen|src:wiki-universe:zaahen,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00167,char:zac,Zac,ASSOCIATED_WITH_REGION,,Zaun,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:zac|src:wiki-universe:zac,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00168,char:zed,Zed,ASSOCIATED_WITH_REGION,,Ionia,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:zed|src:wiki-universe:zed,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00169,char:zeri,Zeri,ASSOCIATED_WITH_REGION,,Zaun,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:zeri|src:wiki-universe:zeri,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00170,char:ziggs,Ziggs,ASSOCIATED_WITH_REGION,,Zaun / Bandle City,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:ziggs|src:wiki-universe:ziggs,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00171,char:zilean,Zilean,ASSOCIATED_WITH_REGION,,Icathia / Shurima,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:zilean|src:wiki-universe:zilean,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00172,char:zoe,Zoe,ASSOCIATED_WITH_REGION,,Targon,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:zoe|src:wiki-universe:zoe,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00173,char:zyra,Zyra,ASSOCIATED_WITH_REGION,,Ixtal,STRUCTURAL,DERIVED,CURRENT_OR_REVIEW,MAIN_RUNETERRA,src:riot-bio:zyra|src:wiki-universe:zyra,Seed region association; confirm multi-region nuance during enrichment.,PENDING,TRUE
claim:00174,char:aatrox,Aatrox,ENEMY,char:pantheon,Pantheon,RELATIONSHIP,DOCUMENTED,CURRENT_CANON,MAIN_RUNETERRA,src:riot-bio:aatrox|src:riot-bio:pantheon,Aatrox killed the celestial Aspect of War inhabiting Atreus; Atreus survived and later opposed Aatrox.,PENDING,TRUE
claim:00175,char:akali,Akali,MENTOR_STUDENT,char:shen,Shen,RELATIONSHIP,DOCUMENTED,CURRENT_CANON,MAIN_RUNETERRA,src:riot-bio:akali|src:riot-bio:shen,Akali trained under Shen within the Kinkou before leaving the order.,PENDING,TRUE
claim:00176,char:akali,Akali,KINKOU,char:kennen,Kennen,RELATIONSHIP,STRONG,CURRENT_CANON,MAIN_RUNETERRA,src:riot-bio:akali|src:riot-bio:kennen,Akali and Kennen are tied through the Kinkou Order.,PENDING,TRUE
claim:00177,char:ashe,Ashe,RIVAL,char:sejuani,Sejuani,RELATIONSHIP,DOCUMENTED,CURRENT_CANON,MAIN_RUNETERRA,src:riot-bio:ashe|src:riot-bio:sejuani,Ashe and Sejuani are rival Freljordian war leaders with conflicting visions for the region.,PENDING,TRUE
claim:00178,char:ashe,Ashe,SPOUSES,char:tryndamere,Tryndamere,RELATIONSHIP,DOCUMENTED,CURRENT_CANON,MAIN_RUNETERRA,src:riot-bio:ashe|src:riot-bio:tryndamere,Ashe and Tryndamere are oathbound spouses and political allies.,PENDING,TRUE
claim:00179,char:azir,Azir,ENEMIES,char:xerath,Xerath,RELATIONSHIP,DOCUMENTED,CURRENT_CANON,MAIN_RUNETERRA,src:riot-bio:azir|src:riot-bio:xerath,"Xerath betrayed Azir at the moment of Ascension, causing Shurima's fall.",PENDING,TRUE
claim:00180,char:azir,Azir,ANCESTOR_DESCENDANT,char:sivir,Sivir,RELATIONSHIP,DOCUMENTED,CURRENT_CANON,MAIN_RUNETERRA,src:riot-bio:azir|src:riot-bio:sivir,Sivir's bloodline is tied to Azir and enables his return.,PENDING,TRUE
claim:00181,char:nasus,Nasus,BROTHERS,char:renekton,Renekton,RELATIONSHIP,DOCUMENTED,CURRENT_CANON,MAIN_RUNETERRA,src:riot-bio:nasus|src:riot-bio:renekton,Nasus and Renekton are brothers who became Ascended.,PENDING,TRUE
claim:00182,char:nasus,Nasus,ENEMIES,char:xerath,Xerath,RELATIONSHIP,DOCUMENTED,CURRENT_CANON,MAIN_RUNETERRA,src:riot-bio:nasus|src:riot-bio:xerath,Nasus opposed Xerath after the fall of Shurima and Renekton's imprisonment.,PENDING,TRUE
claim:00183,char:renekton,Renekton,ENEMIES,char:xerath,Xerath,RELATIONSHIP,DOCUMENTED,CURRENT_CANON,MAIN_RUNETERRA,src:riot-bio:renekton|src:riot-bio:xerath,"Renekton and Xerath were trapped together, with Xerath poisoning Renekton's mind against Nasus.",PENDING,TRUE
claim:00184,char:caitlyn,Caitlyn,PARTNERS,char:vi,Vi,RELATIONSHIP,DOCUMENTED,CURRENT_CANON,MAIN_RUNETERRA,src:riot-bio:caitlyn|src:riot-bio:vi,Caitlyn and Vi operate as partners in Piltover law enforcement.,PENDING,TRUE
claim:00185,char:jinx,Jinx,SISTERS,char:vi,Vi,RELATIONSHIP,DOCUMENTED,RECONCILIATION_PENDING,MAIN_RUNETERRA,src:riot-bio:jinx|src:riot-bio:vi,Jinx and Vi are sisters whose relationship is central to Piltover and Zaun's modern conflict.,PENDING,TRUE
claim:00186,char:darius,Darius,BROTHERS,char:draven,Draven,RELATIONSHIP,DOCUMENTED,CURRENT_CANON,MAIN_RUNETERRA,src:riot-bio:darius|src:riot-bio:draven,Darius and Draven are brothers from Noxus.,PENDING,TRUE
claim:00187,char:garen,Garen,SIBLINGS,char:lux,Lux,RELATIONSHIP,DOCUMENTED,CURRENT_CANON,MAIN_RUNETERRA,src:riot-bio:garen|src:riot-bio:lux,Garen and Lux are siblings of House Crownguard.,PENDING,TRUE
claim:00188,char:katarina,Katarina,SISTERS,char:cassiopeia,Cassiopeia,RELATIONSHIP,DOCUMENTED,CURRENT_CANON,MAIN_RUNETERRA,src:riot-bio:katarina|src:riot-bio:cassiopeia,Katarina and Cassiopeia are sisters of the Du Couteau family.,PENDING,TRUE
claim:00189,char:kayle,Kayle,SISTERS,char:morgana,Morgana,RELATIONSHIP,DOCUMENTED,CURRENT_CANON,MAIN_RUNETERRA,src:riot-bio:kayle|src:riot-bio:morgana,"Kayle and Morgana are twin sisters, daughters of a Targonian Aspect host.",PENDING,TRUE
claim:00190,char:yasuo,Yasuo,BROTHERS,char:yone,Yone,RELATIONSHIP,DOCUMENTED,CURRENT_CANON,MAIN_RUNETERRA,src:riot-bio:yasuo|src:riot-bio:yone,"Yasuo and Yone are brothers; Yasuo killed Yone in their duel, and Yone later returned.",PENDING,TRUE
claim:00191,char:xayah,Xayah,LOVERS,char:rakan,Rakan,RELATIONSHIP,DOCUMENTED,CURRENT_CANON,MAIN_RUNETERRA,src:riot-bio:xayah|src:riot-bio:rakan,Xayah and Rakan are romantic partners and rebel allies.,PENDING,TRUE
claim:00192,char:lucian,Lucian,SPOUSES,char:senna,Senna,RELATIONSHIP,DOCUMENTED,CURRENT_CANON,MAIN_RUNETERRA,src:riot-bio:lucian|src:riot-bio:senna,Lucian and Senna are married Sentinels of Light.,PENDING,TRUE
claim:00193,char:senna,Senna,CAPTOR_VICTIM,char:thresh,Thresh,RELATIONSHIP,DOCUMENTED,CURRENT_CANON,MAIN_RUNETERRA,src:riot-bio:senna|src:riot-bio:thresh,Thresh imprisoned Senna's soul in his lantern before Lucian freed her.,PENDING,TRUE
