entity_id,entity_name,entity_type,priority,issue_type,issue,missing_fields,candidate_source_urls,status,notes
char:leona,Leona,CHAMPION,MEDIUM,PROFILE_ENRICHMENT,Upgrade from indexed profile to source-backed lore-complete profile.,official_title|narrative_roles|species|status|aliases|full_original_summary|timeline|events|relationships|primary_sources,https://www.leagueoflegends.com/en-us/champions/leona/|https://wiki.leagueoflegends.com/en-us/Universe%3ALeona,OPEN,Do not copy long source text. Extract facts and write original concise synthesis.
char:lillia,Lillia,CHAMPION,MEDIUM,PROFILE_ENRICHMENT,Upgrade from indexed profile to source-backed lore-complete profile.,official_title|narrative_roles|species|status|aliases|full_original_summary|timeline|events|relationships|primary_sources,https://www.leagueoflegends.com/en-us/champions/lillia/|https://wiki.leagueoflegends.com/en-us/Universe%3ALillia,OPEN,Do not copy long source text. Extract facts and write original concise synthesis.
char:lissandra,Lissandra,CHAMPION,MEDIUM,PROFILE_ENRICHMENT,Upgrade from indexed profile to source-backed lore-complete profile.,official_title|narrative_roles|species|status|aliases|full_original_summary|timeline|events|relationships|primary_sources,https://www.leagueoflegends.com/en-us/champions/lissandra/|https://wiki.leagueoflegends.com/en-us/Universe%3ALissandra,OPEN,Do not copy long source text. Extract facts and write original concise synthesis.
char:locke,Locke,CHAMPION,HIGH,PROFILE_ENRICHMENT,Upgrade from indexed profile to source-backed lore-complete profile.,official_title|narrative_roles|species|status|aliases|full_original_summary|timeline|events|relationships|primary_sources,https://www.leagueoflegends.com/en-us/champions/locke/|https://wiki.leagueoflegends.com/en-us/Universe%3ALocke,OPEN,Do not copy long source text. Extract facts and write original concise synthesis.
char:lucian,Lucian,CHAMPION,MEDIUM,PROFILE_ENRICHMENT,Upgrade from indexed profile to source-backed lore-complete profile.,official_title|narrative_roles|species|status|aliases|full_original_summary|timeline|events|relationships|primary_sources,https://www.leagueoflegends.com/en-us/champions/lucian/|https://wiki.leagueoflegends.com/en-us/Universe%3ALucian,OPEN,Do not copy long source text. Extract facts and write original concise synthesis.
char:lulu,Lulu,CHAMPION,MEDIUM,PROFILE_ENRICHMENT,Upgrade from indexed profile to source-backed lore-complete profile.,official_title|narrative_roles|species|status|aliases|full_original_summary|timeline|events|relationships|primary_sources,https://www.leagueoflegends.com/en-us/champions/lulu/|https://wiki.leagueoflegends.com/en-us/Universe%3ALulu,OPEN,Do not copy long source text. Extract facts and write original concise synthesis.
char:lux,Lux,CHAMPION,MEDIUM,PROFILE_ENRICHMENT,Upgrade from indexed profile to source-backed lore-complete profile.,official_title|narrative_roles|species|status|aliases|full_original_summary|timeline|events|relationships|primary_sources,https://www.leagueoflegends.com/en-us/champions/lux/|https://wiki.leagueoflegends.com/en-us/Universe%3ALux,OPEN,Do not copy long source text. Extract facts and write original concise synthesis.
char:malphite,Malphite,CHAMPION,MEDIUM,PROFILE_ENRICHMENT,Upgrade from indexed profile to source-backed lore-complete profile.,official_title|narrative_roles|species|status|aliases|full_original_summary|timeline|events|relationships|primary_sources,https://www.leagueoflegends.com/en-us/champions/malphite/|https://wiki.leagueoflegends.com/en-us/Universe%3AMalphite,OPEN,Do not copy long source text. Extract facts and write original concise synthesis.
char:malzahar,Malzahar,CHAMPION,MEDIUM,PROFILE_ENRICHMENT,Upgrade from indexed profile to source-backed lore-complete profile.,official_title|narrative_roles|species|status|aliases|full_original_summary|timeline|events|relationships|primary_sources,https://www.leagueoflegends.com/en-us/champions/malzahar/|https://wiki.leagueoflegends.com/en-us/Universe%3AMalzahar,OPEN,Do not copy long source text. Extract facts and write original concise synthesis.
char:maokai,Maokai,CHAMPION,MEDIUM,PROFILE_ENRICHMENT,Upgrade from indexed profile to source-backed lore-complete profile.,official_title|narrative_roles|species|status|aliases|full_original_summary|timeline|events|relationships|primary_sources,https://www.leagueoflegends.com/en-us/champions/maokai/|https://wiki.leagueoflegends.com/en-us/Universe%3AMaokai,OPEN,Do not copy long source text. Extract facts and write original concise synthesis.
char:master-yi,Master Yi,CHAMPION,MEDIUM,PROFILE_ENRICHMENT,Upgrade from indexed profile to source-backed lore-complete profile.,official_title|narrative_roles|species|status|aliases|full_original_summary|timeline|events|relationships|primary_sources,https://www.leagueoflegends.com/en-us/champions/master-yi/|https://wiki.leagueoflegends.com/en-us/Universe%3AMaster_Yi,OPEN,Do not copy long source text. Extract facts and write original concise synthesis.
char:mel,Mel,CHAMPION,HIGH,PROFILE_ENRICHMENT,Upgrade from indexed profile to source-backed lore-complete profile.,official_title|narrative_roles|species|status|aliases|full_original_summary|timeline|events|relationships|primary_sources,https://www.leagueoflegends.com/en-us/champions/mel/|https://wiki.leagueoflegends.com/en-us/Universe%3AMel,OPEN,Do not copy long source text. Extract facts and write original concise synthesis.
char:milio,Milio,CHAMPION,MEDIUM,PROFILE_ENRICHMENT,Upgrade from indexed profile to source-backed lore-complete profile.,official_title|narrative_roles|species|status|aliases|full_original_summary|timeline|events|relationships|primary_sources,https://www.leagueoflegends.com/en-us/champions/milio/|https://wiki.leagueoflegends.com/en-us/Universe%3AMilio,OPEN,Do not copy long source text. Extract facts and write original concise synthesis.
char:miss-fortune,Miss Fortune,CHAMPION,MEDIUM,PROFILE_ENRICHMENT,Upgrade from indexed profile to source-backed lore-complete profile.,official_title|narrative_roles|species|status|aliases|full_original_summary|timeline|events|relationships|primary_sources,https://www.leagueoflegends.com/en-us/champions/miss-fortune/|https://wiki.leagueoflegends.com/en-us/Universe%3AMiss_Fortune,OPEN,Do not copy long source text. Extract facts and write original concise synthesis.
char:mordekaiser,Mordekaiser,CHAMPION,MEDIUM,PROFILE_ENRICHMENT,Upgrade from indexed profile to source-backed lore-complete profile.,official_title|narrative_roles|species|status|aliases|full_original_summary|timeline|events|relationships|primary_sources,https://www.leagueoflegends.com/en-us/champions/mordekaiser/|https://wiki.leagueoflegends.com/en-us/Universe%3AMordekaiser,OPEN,Do not copy long source text. Extract facts and write original concise synthesis.
char:morgana,Morgana,CHAMPION,MEDIUM,PROFILE_ENRICHMENT,Upgrade from indexed profile to source-backed lore-complete profile.,official_title|narrative_roles|species|status|aliases|full_original_summary|timeline|events|relationships|primary_sources,https://www.leagueoflegends.com/en-us/champions/morgana/|https://wiki.leagueoflegends.com/en-us/Universe%3AMorgana,OPEN,Do not copy long source text. Extract facts and write original concise synthesis.
char:naafiri,Naafiri,CHAMPION,MEDIUM,PROFILE_ENRICHMENT,Upgrade from indexed profile to source-backed lore-complete profile.,official_title|narrative_roles|species|status|aliases|full_original_summary|timeline|events|relationships|primary_sources,https://www.leagueoflegends.com/en-us/champions/naafiri/|https://wiki.leagueoflegends.com/en-us/Universe%3ANaafiri,OPEN,Do not copy long source text. Extract facts and write original concise synthesis.
char:nami,Nami,CHAMPION,MEDIUM,PROFILE_ENRICHMENT,Upgrade from indexed profile to source-backed lore-complete profile.,official_title|narrative_roles|species|status|aliases|full_original_summary|timeline|events|relationships|primary_sources,https://www.leagueoflegends.com/en-us/champions/nami/|https://wiki.leagueoflegends.com/en-us/Universe%3ANami,OPEN,Do not copy long source text. Extract facts and write original concise synthesis.
char:nasus,Nasus,CHAMPION,MEDIUM,PROFILE_ENRICHMENT,Upgrade from indexed profile to source-backed lore-complete profile.,official_title|narrative_roles|species|status|aliases|full_original_summary|timeline|events|relationships|primary_sources,https://www.leagueoflegends.com/en-us/champions/nasus/|https://wiki.leagueoflegends.com/en-us/Universe%3ANasus,OPEN,Do not copy long source text. Extract facts and write original concise synthesis.
char:nautilus,Nautilus,CHAMPION,MEDIUM,PROFILE_ENRICHMENT,Upgrade from indexed profile to source-backed lore-complete profile.,official_title|narrative_roles|species|status|aliases|full_original_summary|timeline|events|relationships|primary_sources,https://www.leagueoflegends.com/en-us/champions/nautilus/|https://wiki.leagueoflegends.com/en-us/Universe%3ANautilus,OPEN,Do not copy long source text. Extract facts and write original concise synthesis.
char:neeko,Neeko,CHAMPION,MEDIUM,PROFILE_ENRICHMENT,Upgrade from indexed profile to source-backed lore-complete profile.,official_title|narrative_roles|species|status|aliases|full_original_summary|timeline|events|relationships|primary_sources,https://www.leagueoflegends.com/en-us/champions/neeko/|https://wiki.leagueoflegends.com/en-us/Universe%3ANeeko,OPEN,Do not copy long source text. Extract facts and write original concise synthesis.
char:nidalee,Nidalee,CHAMPION,MEDIUM,PROFILE_ENRICHMENT,Upgrade from indexed profile to source-backed lore-complete profile.,official_title|narrative_roles|species|status|aliases|full_original_summary|timeline|events|relationships|primary_sources,https://www.leagueoflegends.com/en-us/champions/nidalee/|https://wiki.leagueoflegends.com/en-us/Universe%3ANidalee,OPEN,Do not copy long source text. Extract facts and write original concise synthesis.
char:nilah,Nilah,CHAMPION,MEDIUM,PROFILE_ENRICHMENT,Upgrade from indexed profile to source-backed lore-complete profile.,official_title|narrative_roles|species|status|aliases|full_original_summary|timeline|events|relationships|primary_sources,https://www.leagueoflegends.com/en-us/champions/nilah/|https://wiki.leagueoflegends.com/en-us/Universe%3ANilah,OPEN,Do not copy long source text. Extract facts and write original concise synthesis.
char:nocturne,Nocturne,CHAMPION,MEDIUM,PROFILE_ENRICHMENT,Upgrade from indexed profile to source-backed lore-complete profile.,official_title|narrative_roles|species|status|aliases|full_original_summary|timeline|events|relationships|primary_sources,https://www.leagueoflegends.com/en-us/champions/nocturne/|https://wiki.leagueoflegends.com/en-us/Universe%3ANocturne,OPEN,Do not copy long source text. Extract facts and write original concise synthesis.
char:nunu,Nunu & Willump,CHAMPION,MEDIUM,PROFILE_ENRICHMENT,Upgrade from indexed profile to source-backed lore-complete profile.,official_title|narrative_roles|species|status|aliases|full_original_summary|timeline|events|relationships|primary_sources,https://www.leagueoflegends.com/en-us/champions/nunu/|https://wiki.leagueoflegends.com/en-us/Universe%3ANunu_%26_Willump,OPEN,Do not copy long source text. Extract facts and write original concise synthesis.
char:olaf,Olaf,CHAMPION,MEDIUM,PROFILE_ENRICHMENT,Upgrade from indexed profile to source-backed lore-complete profile.,official_title|narrative_roles|species|status|aliases|full_original_summary|timeline|events|relationships|primary_sources,https://www.leagueoflegends.com/en-us/champions/olaf/|https://wiki.leagueoflegends.com/en-us/Universe%3AOlaf,OPEN,Do not copy long source text. Extract facts and write original concise synthesis.
char:orianna,Orianna,CHAMPION,MEDIUM,PROFILE_ENRICHMENT,Upgrade from indexed profile to source-backed lore-complete profile.,official_title|narrative_roles|species|status|aliases|full_original_summary|timeline|events|relationships|primary_sources,https://www.leagueoflegends.com/en-us/champions/orianna/|https://wiki.leagueoflegends.com/en-us/Universe%3AOrianna,OPEN,Do not copy long source text. Extract facts and write original concise synthesis.
char:ornn,Ornn,CHAMPION,MEDIUM,PROFILE_ENRICHMENT,Upgrade from indexed profile to source-backed lore-complete profile.,official_title|narrative_roles|species|status|aliases|full_original_summary|timeline|events|relationships|primary_sources,https://www.leagueoflegends.com/en-us/champions/ornn/|https://wiki.leagueoflegends.com/en-us/Universe%3AOrnn,OPEN,Do not copy long source text. Extract facts and write original concise synthesis.
char:pantheon,Pantheon,CHAMPION,HIGH,PROFILE_ENRICHMENT,Upgrade from indexed profile to source-backed lore-complete profile.,official_title|narrative_roles|species|status|aliases|full_original_summary|timeline|events|relationships|primary_sources,https://www.leagueoflegends.com/en-us/champions/pantheon/|https://wiki.leagueoflegends.com/en-us/Universe%3APantheon,OPEN,Do not copy long source text. Extract facts and write original concise synthesis.
char:poppy,Poppy,CHAMPION,MEDIUM,PROFILE_ENRICHMENT,Upgrade from indexed profile to source-backed lore-complete profile.,official_title|narrative_roles|species|status|aliases|full_original_summary|timeline|events|relationships|primary_sources,https://www.leagueoflegends.com/en-us/champions/poppy/|https://wiki.leagueoflegends.com/en-us/Universe%3APoppy,OPEN,Do not copy long source text. Extract facts and write original concise synthesis.
char:pyke,Pyke,CHAMPION,MEDIUM,PROFILE_ENRICHMENT,Upgrade from indexed profile to source-backed lore-complete profile.,official_title|narrative_roles|species|status|aliases|full_original_summary|timeline|events|relationships|primary_sources,https://www.leagueoflegends.com/en-us/champions/pyke/|https://wiki.leagueoflegends.com/en-us/Universe%3APyke,OPEN,Do not copy long source text. Extract facts and write original concise synthesis.
char:qiyana,Qiyana,CHAMPION,MEDIUM,PROFILE_ENRICHMENT,Upgrade from indexed profile to source-backed lore-complete profile.,official_title|narrative_roles|species|status|aliases|full_original_summary|timeline|events|relationships|primary_sources,https://www.leagueoflegends.com/en-us/champions/qiyana/|https://wiki.leagueoflegends.com/en-us/Universe%3AQiyana,OPEN,Do not copy long source text. Extract facts and write original concise synthesis.
char:quinn,Quinn,CHAMPION,MEDIUM,PROFILE_ENRICHMENT,Upgrade from indexed profile to source-backed lore-complete profile.,official_title|narrative_roles|species|status|aliases|full_original_summary|timeline|events|relationships|primary_sources,https://www.leagueoflegends.com/en-us/champions/quinn/|https://wiki.leagueoflegends.com/en-us/Universe%3AQuinn,OPEN,Do not copy long source text. Extract facts and write original concise synthesis.
char:rakan,Rakan,CHAMPION,MEDIUM,PROFILE_ENRICHMENT,Upgrade from indexed profile to source-backed lore-complete profile.,official_title|narrative_roles|species|status|aliases|full_original_summary|timeline|events|relationships|primary_sources,https://www.leagueoflegends.com/en-us/champions/rakan/|https://wiki.leagueoflegends.com/en-us/Universe%3ARakan,OPEN,Do not copy long source text. Extract facts and write original concise synthesis.
char:rammus,Rammus,CHAMPION,MEDIUM,PROFILE_ENRICHMENT,Upgrade from indexed profile to source-backed lore-complete profile.,official_title|narrative_roles|species|status|aliases|full_original_summary|timeline|events|relationships|primary_sources,https://www.leagueoflegends.com/en-us/champions/rammus/|https://wiki.leagueoflegends.com/en-us/Universe%3ARammus,OPEN,Do not copy long source text. Extract facts and write original concise synthesis.
char:rek-sai,Rek'Sai,CHAMPION,MEDIUM,PROFILE_ENRICHMENT,Upgrade from indexed profile to source-backed lore-complete profile.,official_title|narrative_roles|species|status|aliases|full_original_summary|timeline|events|relationships|primary_sources,https://www.leagueoflegends.com/en-us/champions/rek-sai/|https://wiki.leagueoflegends.com/en-us/Universe%3ARek'Sai,OPEN,Do not copy long source text. Extract facts and write original concise synthesis.
char:rell,Rell,CHAMPION,MEDIUM,PROFILE_ENRICHMENT,Upgrade from indexed profile to source-backed lore-complete profile.,official_title|narrative_roles|species|status|aliases|full_original_summary|timeline|events|relationships|primary_sources,https://www.leagueoflegends.com/en-us/champions/rell/|https://wiki.leagueoflegends.com/en-us/Universe%3ARell,OPEN,Do not copy long source text. Extract facts and write original concise synthesis.
char:renata-glasc,Renata Glasc,CHAMPION,MEDIUM,PROFILE_ENRICHMENT,Upgrade from indexed profile to source-backed lore-complete profile.,official_title|narrative_roles|species|status|aliases|full_original_summary|timeline|events|relationships|primary_sources,https://www.leagueoflegends.com/en-us/champions/renata-glasc/|https://wiki.leagueoflegends.com/en-us/Universe%3ARenata_Glasc,OPEN,Do not copy long source text. Extract facts and write original concise synthesis.
char:renekton,Renekton,CHAMPION,MEDIUM,PROFILE_ENRICHMENT,Upgrade from indexed profile to source-backed lore-complete profile.,official_title|narrative_roles|species|status|aliases|full_original_summary|timeline|events|relationships|primary_sources,https://www.leagueoflegends.com/en-us/champions/renekton/|https://wiki.leagueoflegends.com/en-us/Universe%3ARenekton,OPEN,Do not copy long source text. Extract facts and write original concise synthesis.
char:rengar,Rengar,CHAMPION,MEDIUM,PROFILE_ENRICHMENT,Upgrade from indexed profile to source-backed lore-complete profile.,official_title|narrative_roles|species|status|aliases|full_original_summary|timeline|events|relationships|primary_sources,https://www.leagueoflegends.com/en-us/champions/rengar/|https://wiki.leagueoflegends.com/en-us/Universe%3ARengar,OPEN,Do not copy long source text. Extract facts and write original concise synthesis.
char:riven,Riven,CHAMPION,MEDIUM,PROFILE_ENRICHMENT,Upgrade from indexed profile to source-backed lore-complete profile.,official_title|narrative_roles|species|status|aliases|full_original_summary|timeline|events|relationships|primary_sources,https://www.leagueoflegends.com/en-us/champions/riven/|https://wiki.leagueoflegends.com/en-us/Universe%3ARiven,OPEN,Do not copy long source text. Extract facts and write original concise synthesis.
char:rumble,Rumble,CHAMPION,MEDIUM,PROFILE_ENRICHMENT,Upgrade from indexed profile to source-backed lore-complete profile.,official_title|narrative_roles|species|status|aliases|full_original_summary|timeline|events|relationships|primary_sources,https://www.leagueoflegends.com/en-us/champions/rumble/|https://wiki.leagueoflegends.com/en-us/Universe%3ARumble,OPEN,Do not copy long source text. Extract facts and write original concise synthesis.
char:ryze,Ryze,CHAMPION,MEDIUM,PROFILE_ENRICHMENT,Upgrade from indexed profile to source-backed lore-complete profile.,official_title|narrative_roles|species|status|aliases|full_original_summary|timeline|events|relationships|primary_sources,https://www.leagueoflegends.com/en-us/champions/ryze/|https://wiki.leagueoflegends.com/en-us/Universe%3ARyze,OPEN,Do not copy long source text. Extract facts and write original concise synthesis.
char:samira,Samira,CHAMPION,MEDIUM,PROFILE_ENRICHMENT,Upgrade from indexed profile to source-backed lore-complete profile.,official_title|narrative_roles|species|status|aliases|full_original_summary|timeline|events|relationships|primary_sources,https://www.leagueoflegends.com/en-us/champions/samira/|https://wiki.leagueoflegends.com/en-us/Universe%3ASamira,OPEN,Do not copy long source text. Extract facts and write original concise synthesis.
char:sejuani,Sejuani,CHAMPION,MEDIUM,PROFILE_ENRICHMENT,Upgrade from indexed profile to source-backed lore-complete profile.,official_title|narrative_roles|species|status|aliases|full_original_summary|timeline|events|relationships|primary_sources,https://www.leagueoflegends.com/en-us/champions/sejuani/|https://wiki.leagueoflegends.com/en-us/Universe%3ASejuani,OPEN,Do not copy long source text. Extract facts and write original concise synthesis.
char:senna,Senna,CHAMPION,MEDIUM,PROFILE_ENRICHMENT,Upgrade from indexed profile to source-backed lore-complete profile.,official_title|narrative_roles|species|status|aliases|full_original_summary|timeline|events|relationships|primary_sources,https://www.leagueoflegends.com/en-us/champions/senna/|https://wiki.leagueoflegends.com/en-us/Universe%3ASenna,OPEN,Do not copy long source text. Extract facts and write original concise synthesis.
char:seraphine,Seraphine,CHAMPION,MEDIUM,PROFILE_ENRICHMENT,Upgrade from indexed profile to source-backed lore-complete profile.,official_title|narrative_roles|species|status|aliases|full_original_summary|timeline|events|relationships|primary_sources,https://www.leagueoflegends.com/en-us/champions/seraphine/|https://wiki.leagueoflegends.com/en-us/Universe%3ASeraphine,OPEN,Do not copy long source text. Extract facts and write original concise synthesis.
char:sett,Sett,CHAMPION,MEDIUM,PROFILE_ENRICHMENT,Upgrade from indexed profile to source-backed lore-complete profile.,official_title|narrative_roles|species|status|aliases|full_original_summary|timeline|events|relationships|primary_sources,https://www.leagueoflegends.com/en-us/champions/sett/|https://wiki.leagueoflegends.com/en-us/Universe%3ASett,OPEN,Do not copy long source text. Extract facts and write original concise synthesis.
char:shaco,Shaco,CHAMPION,MEDIUM,PROFILE_ENRICHMENT,Upgrade from indexed profile to source-backed lore-complete profile.,official_title|narrative_roles|species|status|aliases|full_original_summary|timeline|events|relationships|primary_sources,https://www.leagueoflegends.com/en-us/champions/shaco/|https://wiki.leagueoflegends.com/en-us/Universe%3AShaco,OPEN,Do not copy long source text. Extract facts and write original concise synthesis.
char:shen,Shen,CHAMPION,MEDIUM,PROFILE_ENRICHMENT,Upgrade from indexed profile to source-backed lore-complete profile.,official_title|narrative_roles|species|status|aliases|full_original_summary|timeline|events|relationships|primary_sources,https://www.leagueoflegends.com/en-us/champions/shen/|https://wiki.leagueoflegends.com/en-us/Universe%3AShen,OPEN,Do not copy long source text. Extract facts and write original concise synthesis.
char:shyvana,Shyvana,CHAMPION,MEDIUM,PROFILE_ENRICHMENT,Upgrade from indexed profile to source-backed lore-complete profile.,official_title|narrative_roles|species|status|aliases|full_original_summary|timeline|events|relationships|primary_sources,https://www.leagueoflegends.com/en-us/champions/shyvana/|https://wiki.leagueoflegends.com/en-us/Universe%3AShyvana,OPEN,Do not copy long source text. Extract facts and write original concise synthesis.
char:singed,Singed,CHAMPION,MEDIUM,PROFILE_ENRICHMENT,Upgrade from indexed profile to source-backed lore-complete profile.,official_title|narrative_roles|species|status|aliases|full_original_summary|timeline|events|relationships|primary_sources,https://www.leagueoflegends.com/en-us/champions/singed/|https://wiki.leagueoflegends.com/en-us/Universe%3ASinged,OPEN,Do not copy long source text. Extract facts and write original concise synthesis.
char:sion,Sion,CHAMPION,MEDIUM,PROFILE_ENRICHMENT,Upgrade from indexed profile to source-backed lore-complete profile.,official_title|narrative_roles|species|status|aliases|full_original_summary|timeline|events|relationships|primary_sources,https://www.leagueoflegends.com/en-us/champions/sion/|https://wiki.leagueoflegends.com/en-us/Universe%3ASion,OPEN,Do not copy long source text. Extract facts and write original concise synthesis.
char:sivir,Sivir,CHAMPION,MEDIUM,PROFILE_ENRICHMENT,Upgrade from indexed profile to source-backed lore-complete profile.,official_title|narrative_roles|species|status|aliases|full_original_summary|timeline|events|relationships|primary_sources,https://www.leagueoflegends.com/en-us/champions/sivir/|https://wiki.leagueoflegends.com/en-us/Universe%3ASivir,OPEN,Do not copy long source text. Extract facts and write original concise synthesis.
char:skarner,Skarner,CHAMPION,MEDIUM,PROFILE_ENRICHMENT,Upgrade from indexed profile to source-backed lore-complete profile.,official_title|narrative_roles|species|status|aliases|full_original_summary|timeline|events|relationships|primary_sources,https://www.leagueoflegends.com/en-us/champions/skarner/|https://wiki.leagueoflegends.com/en-us/Universe%3ASkarner,OPEN,Do not copy long source text. Extract facts and write original concise synthesis.
char:smolder,Smolder,CHAMPION,MEDIUM,PROFILE_ENRICHMENT,Upgrade from indexed profile to source-backed lore-complete profile.,official_title|narrative_roles|species|status|aliases|full_original_summary|timeline|events|relationships|primary_sources,https://www.leagueoflegends.com/en-us/champions/smolder/|https://wiki.leagueoflegends.com/en-us/Universe%3ASmolder,OPEN,Do not copy long source text. Extract facts and write original concise synthesis.
char:sona,Sona,CHAMPION,MEDIUM,PROFILE_ENRICHMENT,Upgrade from indexed profile to source-backed lore-complete profile.,official_title|narrative_roles|species|status|aliases|full_original_summary|timeline|events|relationships|primary_sources,https://www.leagueoflegends.com/en-us/champions/sona/|https://wiki.leagueoflegends.com/en-us/Universe%3ASona,OPEN,Do not copy long source text. Extract facts and write original concise synthesis.
char:soraka,Soraka,CHAMPION,MEDIUM,PROFILE_ENRICHMENT,Upgrade from indexed profile to source-backed lore-complete profile.,official_title|narrative_roles|species|status|aliases|full_original_summary|timeline|events|relationships|primary_sources,https://www.leagueoflegends.com/en-us/champions/soraka/|https://wiki.leagueoflegends.com/en-us/Universe%3ASoraka,OPEN,Do not copy long source text. Extract facts and write original concise synthesis.
char:swain,Swain,CHAMPION,MEDIUM,PROFILE_ENRICHMENT,Upgrade from indexed profile to source-backed lore-complete profile.,official_title|narrative_roles|species|status|aliases|full_original_summary|timeline|events|relationships|primary_sources,https://www.leagueoflegends.com/en-us/champions/swain/|https://wiki.leagueoflegends.com/en-us/Universe%3ASwain,OPEN,Do not copy long source text. Extract facts and write original concise synthesis.
char:sylas,Sylas,CHAMPION,MEDIUM,PROFILE_ENRICHMENT,Upgrade from indexed profile to source-backed lore-complete profile.,official_title|narrative_roles|species|status|aliases|full_original_summary|timeline|events|relationships|primary_sources,https://www.leagueoflegends.com/en-us/champions/sylas/|https://wiki.leagueoflegends.com/en-us/Universe%3ASylas,OPEN,Do not copy long source text. Extract facts and write original concise synthesis.
char:syndra,Syndra,CHAMPION,MEDIUM,PROFILE_ENRICHMENT,Upgrade from indexed profile to source-backed lore-complete profile.,official_title|narrative_roles|species|status|aliases|full_original_summary|timeline|events|relationships|primary_sources,https://www.leagueoflegends.com/en-us/champions/syndra/|https://wiki.leagueoflegends.com/en-us/Universe%3ASyndra,OPEN,Do not copy long source text. Extract facts and write original concise synthesis.
char:tahm-kench,Tahm Kench,CHAMPION,MEDIUM,PROFILE_ENRICHMENT,Upgrade from indexed profile to source-backed lore-complete profile.,official_title|narrative_roles|species|status|aliases|full_original_summary|timeline|events|relationships|primary_sources,https://www.leagueoflegends.com/en-us/champions/tahm-kench/|https://wiki.leagueoflegends.com/en-us/Universe%3ATahm_Kench,OPEN,Do not copy long source text. Extract facts and write original concise synthesis.
char:taliyah,Taliyah,CHAMPION,MEDIUM,PROFILE_ENRICHMENT,Upgrade from indexed profile to source-backed lore-complete profile.,official_title|narrative_roles|species|status|aliases|full_original_summary|timeline|events|relationships|primary_sources,https://www.leagueoflegends.com/en-us/champions/taliyah/|https://wiki.leagueoflegends.com/en-us/Universe%3ATaliyah,OPEN,Do not copy long source text. Extract facts and write original concise synthesis.
char:talon,Talon,CHAMPION,MEDIUM,PROFILE_ENRICHMENT,Upgrade from indexed profile to source-backed lore-complete profile.,official_title|narrative_roles|species|status|aliases|full_original_summary|timeline|events|relationships|primary_sources,https://www.leagueoflegends.com/en-us/champions/talon/|https://wiki.leagueoflegends.com/en-us/Universe%3ATalon,OPEN,Do not copy long source text. Extract facts and write original concise synthesis.
char:taric,Taric,CHAMPION,MEDIUM,PROFILE_ENRICHMENT,Upgrade from indexed profile to source-backed lore-complete profile.,official_title|narrative_roles|species|status|aliases|full_original_summary|timeline|events|relationships|primary_sources,https://www.leagueoflegends.com/en-us/champions/taric/|https://wiki.leagueoflegends.com/en-us/Universe%3ATaric,OPEN,Do not copy long source text. Extract facts and write original concise synthesis.
char:teemo,Teemo,CHAMPION,MEDIUM,PROFILE_ENRICHMENT,Upgrade from indexed profile to source-backed lore-complete profile.,official_title|narrative_roles|species|status|aliases|full_original_summary|timeline|events|relationships|primary_sources,https://www.leagueoflegends.com/en-us/champions/teemo/|https://wiki.leagueoflegends.com/en-us/Universe%3ATeemo,OPEN,Do not copy long source text. Extract facts and write original concise synthesis.
char:thresh,Thresh,CHAMPION,MEDIUM,PROFILE_ENRICHMENT,Upgrade from indexed profile to source-backed lore-complete profile.,official_title|narrative_roles|species|status|aliases|full_original_summary|timeline|events|relationships|primary_sources,https://www.leagueoflegends.com/en-us/champions/thresh/|https://wiki.leagueoflegends.com/en-us/Universe%3AThresh,OPEN,Do not copy long source text. Extract facts and write original concise synthesis.
char:tristana,Tristana,CHAMPION,MEDIUM,PROFILE_ENRICHMENT,Upgrade from indexed profile to source-backed lore-complete profile.,official_title|narrative_roles|species|status|aliases|full_original_summary|timeline|events|relationships|primary_sources,https://www.leagueoflegends.com/en-us/champions/tristana/|https://wiki.leagueoflegends.com/en-us/Universe%3ATristana,OPEN,Do not copy long source text. Extract facts and write original concise synthesis.
char:trundle,Trundle,CHAMPION,MEDIUM,PROFILE_ENRICHMENT,Upgrade from indexed profile to source-backed lore-complete profile.,official_title|narrative_roles|species|status|aliases|full_original_summary|timeline|events|relationships|primary_sources,https://www.leagueoflegends.com/en-us/champions/trundle/|https://wiki.leagueoflegends.com/en-us/Universe%3ATrundle,OPEN,Do not copy long source text. Extract facts and write original concise synthesis.
char:tryndamere,Tryndamere,CHAMPION,MEDIUM,PROFILE_ENRICHMENT,Upgrade from indexed profile to source-backed lore-complete profile.,official_title|narrative_roles|species|status|aliases|full_original_summary|timeline|events|relationships|primary_sources,https://www.leagueoflegends.com/en-us/champions/tryndamere/|https://wiki.leagueoflegends.com/en-us/Universe%3ATryndamere,OPEN,Do not copy long source text. Extract facts and write original concise synthesis.
char:twisted-fate,Twisted Fate,CHAMPION,MEDIUM,PROFILE_ENRICHMENT,Upgrade from indexed profile to source-backed lore-complete profile.,official_title|narrative_roles|species|status|aliases|full_original_summary|timeline|events|relationships|primary_sources,https://www.leagueoflegends.com/en-us/champions/twisted-fate/|https://wiki.leagueoflegends.com/en-us/Universe%3ATwisted_Fate,OPEN,Do not copy long source text. Extract facts and write original concise synthesis.
